Step,Tr_Loss,Value_Loss,Policy_Loss
0,3.266953706741333,0.23638978600502014,3.0305638313293457
1,3.2890305519104004,0.2391657829284668,3.0498647689819336
2,3.2097463607788086,0.20070123672485352,3.009045124053955
3,3.2823946475982666,0.22125011682510376,3.0611445903778076
4,3.258448600769043,0.16563117504119873,3.0928173065185547
5,3.236701488494873,0.22087359428405762,3.0158278942108154
6,3.3328349590301514,0.27478551864624023,3.058049440383911
7,3.328674077987671,0.2669426500797272,3.0617313385009766
8,3.305783271789551,0.23696941137313843,3.0688138008117676
9,3.2746400833129883,0.22843970358371735,3.0462002754211426
10,3.205009698867798,0.1828801929950714,3.022129535675049
11,3.2847299575805664,0.24885913729667664,3.0358707904815674
12,3.260937452316284,0.2259029597043991,3.035034418106079
13,3.279402017593384,0.2605780065059662,3.0188241004943848
14,3.2391786575317383,0.1995648890733719,3.039613723754883
15,3.2376492023468018,0.20174480974674225,3.0359044075012207
16,3.230377435684204,0.21844056248664856,3.011936902999878
17,3.2279162406921387,0.2275327444076538,3.0003833770751953
18,3.3087832927703857,0.2616560757160187,3.0471272468566895
19,3.2832581996917725,0.2421884685754776,3.041069746017456
20,3.33469820022583,0.26826727390289307,3.0664310455322266
21,3.2690999507904053,0.2030780017375946,3.0660219192504883
22,3.250275135040283,0.20897075533866882,3.041304349899292
23,3.2248616218566895,0.19340988993644714,3.03145170211792
24,3.283689260482788,0.21542006731033325,3.0682692527770996
25,3.3329429626464844,0.26989516615867615,3.0630478858947754
26,3.4252495765686035,0.3493317663669586,3.0759177207946777
27,3.269296884536743,0.23921005427837372,3.0300867557525635
28,3.2509257793426514,0.19554075598716736,3.055385112762451
29,3.2781753540039062,0.21147584915161133,3.066699504852295
30,3.289246082305908,0.2257508635520935,3.06349515914917
31,3.2577977180480957,0.19993051886558533,3.0578672885894775
32,3.246760606765747,0.18762677907943726,3.059133768081665
33,3.2610466480255127,0.2050003707408905,3.0560462474823
34,3.2701964378356934,0.18260431289672852,3.087592124938965
35,3.249760866165161,0.19502776861190796,3.0547330379486084
36,3.3177754878997803,0.2553069293498993,3.0624685287475586
37,3.304553747177124,0.2732113003730774,3.0313425064086914
38,3.309678554534912,0.22711911797523499,3.08255934715271
39,3.355112314224243,0.2695656418800354,3.0855467319488525
40,3.2509403228759766,0.2298402190208435,3.0211000442504883
41,3.276106119155884,0.20180608332157135,3.0743000507354736
42,3.224017381668091,0.1893685758113861,3.034648895263672
43,3.2523627281188965,0.22402572631835938,3.028337001800537
44,3.2059285640716553,0.18614345788955688,3.019785165786743
45,3.3244662284851074,0.26116079092025757,3.063305377960205
46,3.215778350830078,0.17570556700229645,3.0400726795196533
47,3.301257610321045,0.24579539895057678,3.055462121963501
48,3.2101402282714844,0.18145456910133362,3.0286855697631836
49,3.345836877822876,0.2675951421260834,3.0782418251037598
50,3.3092288970947266,0.252457857131958,3.0567710399627686
51,3.2977302074432373,0.2306530475616455,3.067077159881592
52,3.211331844329834,0.19260159134864807,3.0187301635742188
53,3.3007774353027344,0.23914536833763123,3.0616321563720703
54,3.2546589374542236,0.23878736793994904,3.015871524810791
55,3.303072929382324,0.26787427067756653,3.03519868850708
56,3.288541793823242,0.2566385865211487,3.0319032669067383
57,3.256929636001587,0.2177933156490326,3.0391364097595215
58,3.2317709922790527,0.18952089548110962,3.042250156402588
59,3.243009567260742,0.19630050659179688,3.0467090606689453
60,3.2344701290130615,0.1830122172832489,3.0514578819274902
61,3.2728371620178223,0.23913903534412384,3.033698081970215
62,3.2947709560394287,0.22347964346408844,3.071291208267212
63,3.3341760635375977,0.274117112159729,3.060058832168579
64,3.324178695678711,0.2334197759628296,3.090758800506592
65,3.298081636428833,0.2561824321746826,3.0418992042541504
66,3.3461742401123047,0.2876077890396118,3.0585665702819824
67,3.302961587905884,0.23117803037166595,3.0717835426330566
68,3.2775557041168213,0.25557535886764526,3.0219802856445312
69,3.2434213161468506,0.22467923164367676,3.018742084503174
70,3.2662482261657715,0.21296024322509766,3.053287982940674
71,3.299854040145874,0.24980400502681732,3.0500500202178955
72,3.3435111045837402,0.2647506594657898,3.0787603855133057
73,3.372955799102783,0.32264798879623413,3.0503077507019043
74,3.3379621505737305,0.26149141788482666,3.0764708518981934
75,3.2304468154907227,0.20431187748908997,3.026134967803955
76,3.346299886703491,0.24442976713180542,3.101870059967041
77,3.3426504135131836,0.2831808626651764,3.05946946144104
78,3.2612721920013428,0.19945110380649567,3.0618209838867188
79,3.279437303543091,0.24070818722248077,3.038729190826416
80,3.327223777770996,0.24093277752399445,3.0862910747528076
81,3.3366522789001465,0.2625866234302521,3.074065685272217
82,3.268845796585083,0.19692791998386383,3.071917772293091
83,3.2979660034179688,0.28506481647491455,3.0129013061523438
84,3.2982723712921143,0.24287404119968414,3.0553982257843018
85,3.2426586151123047,0.1969647854566574,3.045693874359131
86,3.266082286834717,0.2065301239490509,3.0595521926879883
87,3.3531439304351807,0.2752686142921448,3.0778753757476807
88,3.3126583099365234,0.2532200217247009,3.0594382286071777
89,3.3010404109954834,0.21328982710838318,3.0877506732940674
90,3.294919013977051,0.21265262365341187,3.082266330718994
91,3.241443157196045,0.19829033315181732,3.0431528091430664
92,3.256526231765747,0.2155778408050537,3.0409483909606934
93,3.342712879180908,0.2608076333999634,3.0819051265716553
94,3.2918763160705566,0.24113202095031738,3.0507442951202393
95,3.3079123497009277,0.27249765396118164,3.035414695739746
96,3.307772397994995,0.24266590178012848,3.0651063919067383
97,3.2941110134124756,0.24709251523017883,3.047018527984619
98,3.270045042037964,0.2062530517578125,3.0637919902801514
99,3.2833240032196045,0.25834962725639343,3.0249743461608887
100,3.3216567039489746,0.2337019145488739,3.0879547595977783
101,3.28558349609375,0.2353086918592453,3.0502748489379883
102,3.311781406402588,0.26212751865386963,3.049654006958008
103,3.326061248779297,0.2766875624656677,3.0493736267089844
104,3.2223453521728516,0.2191120982170105,3.0032331943511963
105,3.3541312217712402,0.26265862584114075,3.091472625732422
106,3.247443675994873,0.20973491668701172,3.0377087593078613
107,3.264309883117676,0.19141024351119995,3.072899580001831
108,3.254000186920166,0.20902174711227417,3.044978380203247
109,3.22562837600708,0.22050851583480835,3.005119800567627
110,3.236447811126709,0.19307705760002136,3.0433707237243652
111,3.318521738052368,0.31741926074028015,3.0011024475097656
112,3.2767720222473145,0.19810956716537476,3.078662395477295
113,3.3056387901306152,0.23283526301383972,3.072803497314453
114,3.3102402687072754,0.24112361669540405,3.0691165924072266
115,3.2753794193267822,0.20205408334732056,3.0733253955841064
116,3.288062572479248,0.2327723652124405,3.0552902221679688
117,3.33980393409729,0.2967126965522766,3.043091297149658
118,3.241741895675659,0.20573024451732635,3.0360116958618164
119,3.254865884780884,0.24354378879070282,3.011322021484375
120,3.301758289337158,0.25488045811653137,3.046877861022949
121,3.2719955444335938,0.2387864887714386,3.0332090854644775
122,3.351490020751953,0.2793760597705841,3.0721139907836914
123,3.3376636505126953,0.26530349254608154,3.072360038757324
124,3.340186595916748,0.24801777303218842,3.0921688079833984
125,3.2619357109069824,0.22659596800804138,3.035339832305908
126,3.259720802307129,0.20278018712997437,3.0569405555725098
127,3.2415080070495605,0.20715957880020142,3.034348487854004
128,3.3249247074127197,0.2826835513114929,3.042241096496582
129,3.215693473815918,0.2065897285938263,3.009103775024414
130,3.3192832469940186,0.24781528115272522,3.071467876434326
131,3.29148268699646,0.2791827321052551,3.0123000144958496
132,3.2276597023010254,0.1919688582420349,3.0356907844543457
133,3.318145275115967,0.2790294885635376,3.0391159057617188
134,3.3514933586120605,0.2841614782810211,3.0673317909240723
135,3.2670950889587402,0.24117185175418854,3.025923252105713
136,3.2737698554992676,0.23213891685009003,3.041630983352661
137,3.39990496635437,0.2851297855377197,3.1147751808166504
138,3.2456295490264893,0.21405461430549622,3.0315749645233154
139,3.285757303237915,0.18965716660022736,3.096100091934204
140,3.360135555267334,0.31688594818115234,3.0432496070861816
141,3.2662837505340576,0.2322610318660736,3.034022808074951
142,3.309643268585205,0.23236322402954102,3.077280044555664
143,3.289912462234497,0.22686690092086792,3.0630455017089844
144,3.213470458984375,0.15780121088027954,3.0556693077087402
145,3.287757635116577,0.25419872999191284,3.0335588455200195
146,3.3091750144958496,0.2637580633163452,3.045416831970215
147,3.3176321983337402,0.2207649052143097,3.096867322921753
148,3.3524038791656494,0.2660768926143646,3.086327075958252
149,3.287245273590088,0.22347025573253632,3.063775062561035
150,3.288738489151001,0.25145894289016724,3.0372796058654785
151,3.2529399394989014,0.2248251885175705,3.0281147956848145
152,3.294105291366577,0.23261478543281555,3.061490535736084
153,3.320729970932007,0.23730923235416412,3.083420753479004
154,3.4364662170410156,0.3433971405029297,3.093069076538086
155,3.2596168518066406,0.21663649380207062,3.042980432510376
156,3.2634057998657227,0.21078097820281982,3.0526249408721924
157,3.306924819946289,0.24518536031246185,3.061739444732666
158,3.228910207748413,0.17670658230781555,3.05220365524292
159,3.33001971244812,0.2803286015987396,3.0496912002563477
160,3.205415964126587,0.17534852027893066,3.0300674438476562
161,3.2557079792022705,0.2294842153787613,3.026223659515381
162,3.2142493724823,0.19635096192359924,3.0178983211517334
163,3.389669418334961,0.324212908744812,3.0654566287994385
164,3.2850098609924316,0.21941037476062775,3.0655994415283203
165,3.315640926361084,0.28423869609832764,3.031402111053467
166,3.266188621520996,0.25815093517303467,3.008037567138672
167,3.202463388442993,0.19887737929821014,3.0035860538482666
168,3.3090007305145264,0.21663007140159607,3.0923707485198975
169,3.2333033084869385,0.17766712605953217,3.055636167526245
170,3.294982433319092,0.23020660877227783,3.0647759437561035
171,3.330819606781006,0.2587343752384186,3.07208514213562
172,3.344710111618042,0.26650452613830566,3.0782055854797363
173,3.2677605152130127,0.2387482076883316,3.0290122032165527
174,3.2752835750579834,0.20488858222961426,3.070394992828369
175,3.2714035511016846,0.2202201783657074,3.0511834621429443
176,3.280376434326172,0.2155480980873108,3.064828395843506
177,3.3022782802581787,0.2408425658941269,3.0614356994628906
178,3.352128267288208,0.2550975978374481,3.0970306396484375
179,3.3415966033935547,0.2378816455602646,3.103714942932129
180,3.3087058067321777,0.23707152903079987,3.071634292602539
181,3.2347817420959473,0.187564879655838,3.0472168922424316
182,3.2986197471618652,0.22360938787460327,3.075010299682617
183,3.341111898422241,0.2793107032775879,3.0618011951446533
184,3.383349895477295,0.291817307472229,3.0915327072143555
185,3.2947444915771484,0.2634586691856384,3.0312857627868652
186,3.2401912212371826,0.20057830214500427,3.0396130084991455
187,3.3087868690490723,0.27750343084335327,3.031283378601074
188,3.2028791904449463,0.1583079844713211,3.0445711612701416
189,3.2529940605163574,0.22839298844337463,3.0246009826660156
190,3.2884936332702637,0.20231762528419495,3.0861759185791016
191,3.2147483825683594,0.17370907962322235,3.041039228439331
192,3.3616926670074463,0.27862420678138733,3.083068370819092
193,3.249347448348999,0.20122170448303223,3.048125743865967
194,3.264914035797119,0.22644808888435364,3.038465976715088
195,3.311338186264038,0.2697608172893524,3.0415773391723633
196,3.2224011421203613,0.18660645186901093,3.035794734954834
197,3.311195135116577,0.24826189875602722,3.0629332065582275
198,3.280320167541504,0.2629067301750183,3.017413377761841
199,3.279714584350586,0.2468056082725525,3.0329089164733887
200,3.256802797317505,0.20021851360797882,3.056584358215332
201,3.31972336769104,0.2846892476081848,3.0350341796875
202,3.319565534591675,0.2541911005973816,3.0653743743896484
203,3.394055128097534,0.3064965307712555,3.0875585079193115
204,3.3251829147338867,0.2647970914840698,3.0603857040405273
205,3.2815518379211426,0.22298826277256012,3.058563470840454
206,3.2446370124816895,0.18711231648921967,3.0575246810913086
207,3.2278525829315186,0.1883520632982254,3.0395004749298096
208,3.2861404418945312,0.214411199092865,3.0717291831970215
209,3.2832491397857666,0.23795028030872345,3.0452988147735596
210,3.2707648277282715,0.20146778225898743,3.0692970752716064
211,3.253633499145508,0.20710763335227966,3.0465259552001953
212,3.3228704929351807,0.24047903716564178,3.0823915004730225
213,3.2938315868377686,0.23825281858444214,3.0555787086486816
214,3.234855890274048,0.18500873446464539,3.04984712600708
215,3.296037197113037,0.2330246865749359,3.0630125999450684
216,3.242094039916992,0.22659119963645935,3.0155029296875
217,3.2794618606567383,0.24081838130950928,3.0386433601379395
218,3.3331713676452637,0.2945633828639984,3.0386080741882324
219,3.216041088104248,0.17778225243091583,3.0382587909698486
220,3.2710886001586914,0.2035086452960968,3.067579984664917
221,3.300067663192749,0.2570994198322296,3.042968273162842
222,3.2027597427368164,0.19036734104156494,3.012392520904541
223,3.2789859771728516,0.2159079611301422,3.063077926635742
