Epoch,Tr_Loss,Value_Loss,Policy_Loss
0,3.656318910046268,0.27191339287918326,3.384405517041256
1,3.648903923610582,0.26504749862692617,3.3838564240456606
2,3.6390351498749265,0.25607470209455785,3.3829604481235376
3,3.6341884586437696,0.25151211114842426,3.3826763482274393
4,3.6304693839445084,0.248018188823392,3.382451193969594
5,3.6280708885241677,0.24575451688656055,3.3823163711914876
6,3.624880805352327,0.24266276799500783,3.3822180376814233
7,3.624078452892167,0.24169137880983957,3.3823870701091927
8,3.6222049316339873,0.24019248891877298,3.3820124430202534
9,3.62123256366597,0.23918358093945494,3.3820489824367277
10,3.6188777458216297,0.23672166555174298,3.3821560771584878
11,3.619099390543349,0.23699385495503703,3.3821055358361565
12,3.617444139054024,0.23536855336221482,3.382075589291271
13,3.6161592549652988,0.23441006412525625,3.3817491892538394
14,3.6165023622395682,0.23460088923817526,3.381901473447513
15,3.6152866694431833,0.23332435730749412,3.3819623130126764
16,3.615728864406246,0.23364380766526094,3.3820850547772956
17,3.614082842790727,0.23218761045893724,3.381895231004869
18,3.6144174751020137,0.23239553041809535,3.3820219463311294
19,3.6133241339862163,0.2315665930280788,3.3817575436653597
20,3.6125531462588354,0.23078855567496412,3.3817645898250865
21,3.6116782414632542,0.2298305570019243,3.381847684800686
22,3.612314667648034,0.23049290215133278,3.3818217637961085
23,3.6108634957515595,0.22885299123205938,3.3820105013852233
24,3.6108633615343453,0.22894515204667557,3.381918208991981
25,3.611203726506892,0.22922963518248976,3.3819740930135564
26,3.6118281334181037,0.2298512128710808,3.381976920238171
27,3.6110755704198425,0.2290775839548211,3.381997989290446
28,3.609413968259993,0.2274771576314524,3.3819368084475108
29,3.609642028686578,0.2278083027926719,3.381833724624181
30,3.6096075964803704,0.22767113277854487,3.3819364636312854
31,3.6096605179619763,0.2276221554394632,3.38203836292669
32,3.6083134193137334,0.22644697556781182,3.3818664450728417
33,3.6074922489900305,0.22559827582542705,3.381893971315304
34,3.608200961028053,0.22638351889279507,3.3818174423678506
35,3.6095292516960216,0.22753065888948182,3.38199859302388
36,3.608614654233536,0.2266308269411051,3.3819838237616033
37,3.6085950514433205,0.22666608171962666,3.3819289696741253
38,3.608618896595653,0.2264793502126831,3.3821395445260447
39,3.60732411715977,0.22513642609920143,3.3821876889729574
40,3.6087141694651654,0.2265639756572649,3.382150190513478
41,3.607073654537923,0.22506956383967228,3.3820040932453277
42,3.606897906734853,0.22492430844518643,3.3819735983621135
43,3.60651005705401,0.2244577073971593,3.382052352020904
44,3.605815078731447,0.22375991089820496,3.3820551670439536
45,3.6063523202249925,0.22414529137504016,3.3822070295515423
46,3.606669289916906,0.22446244695398312,3.3822068427455827
47,3.604161010915938,0.22192263224580636,3.3822383758599583
48,3.6059389237615687,0.2238362148221098,3.3821027119059646
49,3.604573276416306,0.22270190711214208,3.381871368526314
50,3.605783398222167,0.2237345251419649,3.3820488700603146
51,3.6053989103164987,0.22304679076268338,3.3823521225088817
52,3.605781163993609,0.22377826377154617,3.382002899200182
53,3.606122432736072,0.22399002060812717,3.3821324124673007
54,3.6048350481806417,0.22277994902695825,3.382055099203252
55,3.605205555655207,0.2231448486203303,3.3820607064324246
56,3.6040620564682335,0.22208190030259145,3.38198015792343
57,3.60582475994114,0.22372102616936304,3.3821037322008256
58,3.6040112615973823,0.22200313752313108,3.382008121714011
59,3.5611663230732007,0.18752236386709595,3.373643959800931
60,3.546571678246544,0.17370340634926681,3.3728682706885595
61,3.542277797461776,0.16946789224230768,3.3728099079190645
62,3.5399971191324258,0.16725454167553444,3.3727425787075513
63,3.5386532732993823,0.16574680013629772,3.37290647195818
64,3.537615772889605,0.16459712102063603,3.373018651804148
65,3.537333868055041,0.1642876115866852,3.373046256380657
66,3.5374130720735937,0.1642035176232076,3.373209553828869
67,3.5367532346241304,0.16355503614736433,3.3731982007607466
68,3.537047111634222,0.16387252249357462,3.3731745913426487
69,3.5379068094973922,0.16444927209200855,3.373457533798296
70,3.5376064356420276,0.16414023691382232,3.3734661976415037
71,3.536490043695776,0.16308584299506648,3.3734042007579044
72,3.5374737491139125,0.1640172476442712,3.373456502644042
73,3.537054445872897,0.16343817779434008,3.3736162676171855
74,3.537672458309966,0.164073565999616,3.3735988922226516
75,3.538785289473519,0.1649100768514275,3.3738752108147345
76,3.538088813286843,0.16456296727701855,3.3735258459678814
77,3.537795617612138,0.16396096524922607,3.3738346535449386
78,3.5377750096570018,0.16386297596056118,3.373912035259766
79,3.512125840938689,0.14399246552705522,3.368133375686169
80,3.5021322076127865,0.13466036676056492,3.36747183794863
81,3.497593914596183,0.1305543334855333,3.3670395789639365
82,3.4956848382217736,0.12861190656602323,3.3670729315756773
83,3.4942079015007526,0.1272057828473398,3.3670021180852774
84,3.493321904506508,0.12625084442402043,3.3670710613198023
85,3.492988876823027,0.12617853948104832,3.3668103384019896
86,3.492643881356582,0.12557443762112297,3.3670694448564777
87,3.4925375342247063,0.12548074540334203,3.3670567876850934
88,3.492506717464209,0.12546824669215673,3.3670384693536204
89,3.4914467314004654,0.12418445624113693,3.3672622760706328
90,3.4909661300594754,0.1238378301117962,3.367128299715087
91,3.490681718047346,0.12363088852940404,3.3670508308810856
92,3.4910489950355754,0.12380426852347114,3.367244728267986
93,3.4902626003921338,0.1231367468963565,3.3671258553755807
94,3.4907823118973167,0.12346974414837153,3.367312565796695
95,3.491277195414111,0.12400885512852163,3.367268343908882
96,3.491322217480553,0.12406400856519062,3.3672582089229883
97,3.491296188126079,0.12383414444036042,3.3674620425322894
98,3.490376480648193,0.12296599106998503,3.367410489578208
99,3.490781827251157,0.12342373938504664,3.367358085809003
