Step,Tr_Loss,Value_Loss,Policy_Loss
0,3.2250452041625977,0.18480631709098816,3.040238857269287
1,3.168938636779785,0.18074753880500793,2.9881911277770996
2,3.244152307510376,0.23125948011875153,3.012892723083496
3,3.215303659439087,0.22793391346931458,2.9873697757720947
4,3.207451820373535,0.17580625414848328,3.0316455364227295
5,3.150184154510498,0.16904538869857788,2.9811387062072754
6,3.189526319503784,0.18815606832504272,3.0013701915740967
7,3.2119531631469727,0.20514816045761108,3.006804943084717
8,3.295869827270508,0.2667570114135742,3.0291128158569336
9,3.219038248062134,0.1803908497095108,3.038647413253784
10,3.228722333908081,0.20958589017391205,3.019136428833008
11,3.158780336380005,0.16359370946884155,2.9951865673065186
12,3.140916109085083,0.14996017515659332,2.9909558296203613
13,3.242551565170288,0.19077369570732117,3.0517778396606445
14,3.2116312980651855,0.1918591856956482,3.0197720527648926
15,3.202836751937866,0.19829848408699036,3.0045382976531982
16,3.15077805519104,0.15131929516792297,2.9994587898254395
17,3.210151433944702,0.1787106692790985,3.0314407348632812
18,3.2847445011138916,0.27084988355636597,3.013894557952881
19,3.2119951248168945,0.1834355592727661,3.028559446334839
20,3.2207114696502686,0.19075924158096313,3.02995228767395
21,3.2227649688720703,0.1807640790939331,3.0420010089874268
22,3.2164483070373535,0.2190360277891159,2.9974122047424316
23,3.243281126022339,0.20274707674980164,3.040534019470215
24,3.191915512084961,0.20623865723609924,2.9856767654418945
25,3.253176689147949,0.2543477416038513,2.998828887939453
26,3.277451992034912,0.23869076371192932,3.0387611389160156
27,3.254657745361328,0.22085753083229065,3.0338001251220703
28,3.282689332962036,0.26157933473587036,3.0211100578308105
29,3.194000720977783,0.19366323947906494,3.000337600708008
30,3.2462079524993896,0.22506867349147797,3.02113938331604
31,3.225267171859741,0.21766814589500427,3.007599115371704
32,3.1893513202667236,0.1557171493768692,3.0336341857910156
33,3.2507269382476807,0.24871757626533508,3.002009391784668
34,3.187431812286377,0.18595409393310547,3.0014777183532715
35,3.2982332706451416,0.26280757784843445,3.0354256629943848
36,3.1723990440368652,0.16292114555835724,3.0094778537750244
37,3.1781604290008545,0.18271701037883759,2.995443344116211
38,3.2955362796783447,0.2885659337043762,3.0069704055786133
39,3.2227365970611572,0.19121775031089783,3.0315189361572266
40,3.2332828044891357,0.1950986683368683,3.03818416595459
41,3.2572076320648193,0.24486133456230164,3.0123462677001953
42,3.218053102493286,0.19107747077941895,3.026975631713867
43,3.227994441986084,0.23787586390972137,2.9901185035705566
44,3.218317985534668,0.19525885581970215,3.023059129714966
45,3.2083632946014404,0.16193634271621704,3.046427011489868
46,3.183159112930298,0.20121318101882935,2.9819459915161133
47,3.2652859687805176,0.2614051103591919,3.0038809776306152
48,3.2363154888153076,0.22928327322006226,3.0070321559906006
49,3.2315192222595215,0.1883319914340973,3.043187141418457
50,3.205321788787842,0.19304600358009338,3.0122756958007812
51,3.213672399520874,0.19297534227371216,3.0206971168518066
52,3.1826975345611572,0.19545628130435944,2.987241268157959
53,3.1822237968444824,0.13951541483402252,3.042708396911621
54,3.2495970726013184,0.22046959400177002,3.029127359390259
55,3.188113212585449,0.17302082479000092,3.015092372894287
56,3.2063491344451904,0.22106978297233582,2.9852793216705322
57,3.2297451496124268,0.1926940381526947,3.037051200866699
58,3.2214372158050537,0.22133344411849976,3.000103712081909
59,3.186462163925171,0.21457751095294952,2.9718847274780273
